sha256,malware_type,adware,crypto_miner,downloader,dropper,file_infector,flooder,installer,packed,ransomware,spyware,worm
c87f081a9081396b186f07d9a44ed1dcc04c26fa2befd5bd371c343138159e3c,adware,32,0,0,1,0,0,6,0,0,1,0
7cf60fda13f32fb8a8f995cf26efb0f69c1d0625592d9616d16587dd2293f058,adware,33,0,0,1,0,0,6,0,0,1,0
6d2a986bcd78ff23c0b7a1e0eb324155025e8970f8fedbea3f7efa3227d986fb,adware,34,0,1,2,0,0,7,1,0,0,0
d1aee219c6ef94d3cf4e6c88cd23f1fdc10f49f616f16e2f7d4c94efe9c8da4d,adware,32,0,0,0,1,0,6,0,0,1,0
932a24f9b3939912075cf658dffac86f790e04673d7584881b4d0b2fb1a2f908,adware,33,0,0,1,0,0,6,0,0,1,0
79e66eb4aa12806ad67bec2a753bb8b631cb926c1e0a47fd1458cfd74c3d28d8,adware,32,0,0,1,0,0,6,0,0,1,0
65e37d3103eef86cec072e08ca6018abf082ac82c3c71967ccdcd487056fc4bc,adware,32,0,0,2,0,0,6,0,0,1,0
f86b8168941147c36d8d4919943479123dd0a3526aaaa47c70b2207975630912,adware,32,0,0,2,0,0,6,0,0,1,0
43b127f954d59411a73b3ef885f033ad0295a07cf6ecbd539788ffcfba0949a1,adware,32,0,0,1,0,0,6,0,0,0,0
7c403862ec6da21201522931802e17060c99f539d28d640838e158dd12a0ea94,adware,32,0,0,1,1,0,7,0,0,1,0
489f2978cc73630ee930a98bfa8842789f2f14f3b7fe46fba3e1633ac1407d29,adware,32,0,0,1,1,0,7,0,0,1,0
7535afc5b16ec05b57c0f9a7d48e6cdd050af3d4e64ca26c6335e9435076c098,adware,33,0,0,1,0,0,6,0,0,1,0
d59c33b7642f6fa4f25a19eddc3eb859d47fa51b95b0bfa9e9342d24006883bb,adware,34,0,1,2,0,0,7,1,0,0,0
fa0ffb2cbf154cf1c0f0a6410afcb30be94c65dc5f6efdcd27f3edc3e1f630e2,adware,33,0,0,1,1,0,7,0,0,1,0
55002a37b2d3ebfc834c52a470eae7c27b70bdb0c77c7f5c5333a67a3e12112a,adware,32,0,0,2,0,0,6,0,0,1,0
4e588a84269d790f96046cac4880a26f88fce679f65d3e5afc5be2a29e87fcc7,adware,31,0,0,2,0,0,7,0,0,0,0
d3f043e4560686bab1125bf1fcd98462baccde927da20316860803d4567a07bf,adware,32,0,0,2,0,0,6,0,0,1,0
8ff19a5b3c34cb93d03b4f3dabe08bdc189968cee6cc15ef4037a7b9a02f4ae6,adware,32,0,0,2,0,0,6,0,0,1,0
bc0c04ee0ffed2ad853f7f0f476da0ce6dd2c51157a031fb128d59574faef368,adware,33,0,0,1,1,0,6,0,0,1,0
517c51e46731fce5d22c1313b627f1633c0551d794957eb11670ba0f55c76efa,adware,32,0,0,1,1,0,6,0,0,1,0
afea0b8e6017156f0023ac9d6bec0d588f49f00f026e626261721bed9b273d44,adware,31,0,0,1,0,0,7,0,0,0,0
5dc27e24a8a0eff0db65192ab159fd4ae94358bd0802c93d02bcaa8541bb6a95,adware,32,0,0,1,1,0,6,0,0,1,0
f677a95001f7d87566a76b24e482cd17529e00747f3a0d9f672519f5023fde83,adware,32,0,1,2,0,0,7,1,0,0,0
80bd8b54b2dd86cf000035db2c94b18725a54cc2877fa2ccba38546f8557c47d,adware,32,0,0,1,1,0,6,0,0,1,0
4bc7e9e1420305aa92978709c3da86079a2b6e033675394c92c5d3e93ea5d793,adware,33,0,0,1,0,0,7,0,0,0,0
117b470e2b5cc0f019a7e25a0170b8ea6bc398115bfc44d40d651ce6019c4a47,adware,34,0,0,0,0,0,6,0,0,0,0
ab03a18ffebcae9b8ad55ddde4c6286b948060a01aea36a3fac2b41b7f2a42de,adware,32,0,0,1,1,0,6,0,0,1,0
36850b99d61823cc24835c4adcdbf55bde7498f78fd03209341da13aea40f30b,adware,32,0,0,1,0,0,6,0,0,1,0
d9c6ba316d90c95fe9962dfdea147a692e31d1ffb5263447701d096b88545b08,adware,32,0,1,2,0,0,7,1,0,0,0
fcec045d9ba4d5c4c79ee8334498c628663bd633c20ce078b1e2d030b6be9f2e,adware,34,0,0,1,0,0,6,0,0,0,0
754ea970c225e1a0eac42d9b98f7f2fd348ab6535be0a2bc6ccbc6985924426d,adware,31,0,0,0,0,0,0,0,0,0,1
8d1f69be59f05ebbf4c2502e1436feb0256b440aa1b4f9d9fe3d37d38ab22605,adware,32,0,0,1,0,0,7,0,0,0,0
f9302b35217ea8351ea633f557e27b4f3ac0e6292358f00b08ed8e24da880335,adware,33,0,0,1,0,0,6,0,0,0,0
68fde606c4fb6340ef6598ecf0a8cc0af8932147ae362d18e9b82c1c869f4788,adware,31,0,0,1,0,0,6,0,0,0,0
41b0c74ef775e6a40d2fe0ced4a282697db1fd2fa7b9ed9b19663f7406364f85,adware,32,0,0,1,1,0,6,0,0,1,0
9f0b643ae2976c34ff7f7eb1480e8eac66a3352edfe177fd61e6da2f9fbe6f93,adware,32,0,0,2,0,0,6,0,0,1,0
5a518479d72465629e87e7cd942bdd374ec063f8f1c28a8b5b5ec88a58d10d07,adware,32,0,0,2,0,0,6,0,0,1,0
bd622acc4c0e7478a56e2f5de1cc05ffc868461ba8efb9e0a75e96323fe6860a,adware,32,0,0,2,0,0,6,0,0,1,0
423cac2b79cbb9a6adbd7daf0e2eaa1a4263e6247aa1d13311d3916950c02e15,adware,31,0,0,1,1,0,6,0,0,1,0
e6e5d88b6eb9ee4b3ec16e381de5584ef2f51ab960b13b88e26941a4637c3035,adware,33,0,1,2,0,0,7,1,0,0,0
63aa029fafc276d7761ca9a40d25b399e7bd20391a240b413bd7e2756633c0c3,adware,31,0,0,1,1,0,7,0,0,1,0
ef712681d2e3a9219f02c31aa47317985eb2c70bda44083e820c3b5253d75bf5,adware,31,0,0,1,1,0,7,0,0,1,0
970d4920ef5ace75d643fedf6050fdac6f58f1e7b3c3a8739a6fd4c9ac245110,adware,31,0,0,0,0,0,1,0,0,0,0
893fb7302b14c5280bcceec4757ae38ddd24910cafd29ba8e4cdca7be6217b32,adware,32,0,1,2,0,0,7,1,0,0,0
0ee71b546655f0cf1ffb23800be810dd6ac0e7f2a638badd1aab75e3077d2528,adware,34,0,0,2,0,0,6,0,0,0,0
ceb293a3d6dff9c64e21413b86d718bd35a236fa22f7893a1c97d5fe8c29d608,adware,32,0,0,2,0,0,6,0,0,1,0
d238ad649da4d7a4dceed8d2cd399d038ec9e25e792f29db514a5eb8ae66370b,adware,33,0,0,2,0,0,6,0,0,0,0
3c719b8a5f2735ac1a0357bdfede58c760523c79f85023e2b9fdcbe86df8c376,adware,33,0,0,2,0,0,6,0,0,0,0
d0e623fa6629f05ba6435427af4bdd79068675e1f7763ac059b3c1cee31dff02,adware,32,0,0,1,0,0,6,0,0,0,0
2c6e79399d433f9e85c08d4760c528ddfe9192201d4a5dc80c31e73110669d30,adware,33,0,0,1,1,0,7,0,0,1,0
3c119f41d16a023bdff6768c27702b9ba7a06f5d717f8eaafa153dc4ad398723,adware,32,0,0,2,0,0,6,0,0,1,0
1e444c471a27bb3aad049e57fa314443d02bbf1da346f408c073ce073b094bae,adware,31,0,0,0,0,0,1,0,0,0,0
f853039b84053559dbc9f89794fe1ac43b3f89c298750b84052e18e8552a23a6,adware,32,0,0,2,0,0,6,0,0,1,0
457a6a81ca6e938b7d6e41afa89fbb9b990949fcfebda8d45585ab49cff39b5e,adware,31,0,0,0,0,0,3,0,0,0,0
e777031819207e4ebe1b60424e53eb2f288de17f98b56817ed64ed7b66dc3a6f,adware,32,0,1,2,0,0,7,1,0,0,0
4d43c7b13ac3f75a9fefc94f74d33ff1b34177fd2f4d65ec119a041f327b846f,adware,32,0,0,1,0,0,6,0,0,1,0
34915b14bfac5272a7760b774a5fe507d492e10f91205905131871ac41a4fb4c,adware,33,0,1,2,0,0,7,1,0,0,0
8853e333ec402ad311f7a1c52c38cd2e2391c5d3ebc6d52e7c344ee4e4644cae,adware,32,0,0,1,0,0,6,0,0,1,0
084ac3e0cc7e8f7ecdf921fc9a45bbe696c0b71dd9a73bab16651dd4ff8bdce9,adware,33,0,1,2,0,0,7,1,0,0,0
02e4f4542e947ad41b52d89d2c68748705977684d39bb7edc57920640e4f6832,adware,33,0,1,2,0,0,7,1,0,0,0
edbb59e29c6e87b60d6fac784b7b3d3c833edc37a9422603cd4cabab2e947feb,adware,31,0,0,1,1,0,7,0,0,1,0
1429f689e67ebf3ea95d56d2184678fd2347dcf75fc1562b77b3511a031e39ee,adware,32,0,0,2,0,0,6,0,0,1,0
ed778e9c69d4bcc6fbe3d1430ed3c9c1f79f8945e382283807aa49a8e6a02013,adware,32,0,0,1,0,0,6,0,0,0,0
f5b1b7b398d02a680204c8ed90a7be25ff16f12363f453b1b5a0188d39394173,adware,33,0,1,2,0,0,7,1,0,0,0
3c3eeb83422186a5161a13e95a08ea1552ebcbf7ebc535b8ab7cb704eb744010,adware,33,0,1,2,0,0,7,1,0,0,0
221dc86eaf25293046003fc1342cb7094b1fcf8b0f511282238909bf19689f81,adware,32,0,0,0,1,0,6,0,0,1,0
10080b1ca985985363be22deb52dab67667cbfdb39c5a9b5a1bd3592b56ab080,adware,32,0,0,0,1,0,6,0,0,1,0
640b0521ea5f437f66e70bcb76f1f4acbd0f42ea7951389ee8d18a1007c96728,adware,31,0,0,1,0,0,7,0,0,0,0
04e0a516f49247e8919474f24b08d8739ccf8c767c385a099137765b6fac6e35,adware,32,0,0,1,1,0,6,0,0,1,0
d78c01f000b2636032c4b8953bd836cc73e0fa2c7d22309e5cbcd4928ea6e448,adware,31,0,0,1,0,0,7,0,0,0,0
b9f5a46aeed50f7b354dbd989febc2e74294056d0754ba28a23bcc02bd92fe3a,adware,32,0,0,1,0,0,6,0,0,1,0
c46dfc582f04ff0367812da189e06b20dc1fac32bb23b5514bd28b8c423e14c5,adware,33,0,0,1,0,0,6,0,0,1,0
72ac4b04b61091924f5d54ceaab765a00ceb21a72dbaaf0a359b775cd9bdba03,adware,32,0,0,1,0,0,6,0,0,1,0
2c001465fb7e4c83abe04807759d69d0e83b75afd29a64d745b56fbab38b75b4,adware,32,0,1,2,0,0,7,1,0,0,0
8c29d37da066f3010b4403a05a26c23ce2976a2e89d6a40cd21a70cf7bfdd906,adware,33,0,1,2,0,0,7,1,0,0,0
de820b8b381ca1ae135ea466631e74a5327f473b1c1788fc6cb933b7c073660c,adware,33,0,0,1,0,0,6,0,0,0,0
e9f6e1faa6c6ddd4a62edafa4818b0ec90d4711ca3c04fa45c0bf3723b664f87,adware,32,0,0,1,0,0,6,0,0,1,0
830f677a9204022d28312014cfcb613665b9005a082b9a3253dccc9f23e73430,adware,32,0,0,1,1,0,6,0,0,1,0
7effe617aea73d2cda22a9ed313488c7dfca986d4ba89dd72326be34ce7dd4f6,adware,31,0,0,1,1,0,6,0,0,1,0
7c307b9d16d14d6f6973b984a4d3f2c1f43235b4d396aecced72d9c74b4b06da,adware,31,0,1,2,0,0,7,1,0,0,0
ac3050a345d30189ef9a1ea288ccc5acfe2d876983fdf55078c8c27829553ce9,adware,31,0,0,1,1,0,6,0,0,1,0
5ff894b19ed520e4e79db127f9e562ee062487c2b18048812582375f24d64568,adware,32,0,0,1,1,0,6,0,0,1,0
4da31f7f810eeeb6d07ba7ee4009a2abdbe82dc6002f986fa639e7b58a8cc748,adware,31,0,0,1,1,0,6,0,0,1,0
5403b852f4694ddc3c6d7cce34ebdfbc03dd60ecbc00579b4fb69ff9db0b2a3e,adware,31,0,1,2,0,0,7,1,0,0,0
c0aab3f96f14d58c3eb4d835df73a76e53f2ed16773b8c692d8e5b2a1817ce9f,adware,32,0,0,1,1,0,6,0,0,1,0
6408cbf94bfb25d7d1b78c3984524a1ba7bf426cfcdc7745b49cf1d24791b05b,adware,32,0,1,2,0,0,7,1,0,0,0
ba6506d1132719ecdae64fba5c49237c9fb2265a808ea3ac3b56746d40370fd7,adware,34,0,1,2,0,0,7,1,0,0,0
e00f2586a5b44167641fe1db46135bdc5c54f0406217f434bbda72c3453b8490,adware,34,0,1,2,0,0,7,1,0,0,0
4735279e9439d0a859936c9bb2e908c29a9a8624c8833710e87f117e10340911,adware,32,0,1,2,0,0,7,1,0,0,0
382708369d182d23c3f3cf549e5cbead5e5e877789628cceaaf93895c1c5dea0,adware,33,0,0,1,1,0,6,0,0,1,0
4bf92ef8314d274f9b67bede3a951ac1c69c1b159da084b9c8c5e1540e81a21f,adware,32,0,0,0,1,0,6,0,0,1,0
b92cb9ce89877d702b3970d793638f93126ce657be3dbbaea9186d4f9212ee14,adware,33,0,0,1,0,0,6,0,0,0,0
570bef685e5bdd98e71869df46e91f1b14149e4629b719558c3203aca1ad1c99,adware,34,0,0,1,0,0,6,0,0,1,0
909832ef76cbe4032d34bf26cd4763d76540489589ddbae2a717dd7a7cae0926,adware,34,0,0,1,0,0,6,0,0,1,0
a6d9a7c54b430a7c2f05c1a582c6a9ac60d306bd821b5a5e41830fb5096a2ecb,adware,33,0,0,0,1,0,7,0,0,1,0
0ff8d95913dccd9c1767cd5f86b9712545c7befff55d1184af9e5e884ca9779b,adware,34,0,0,1,0,0,6,0,0,1,0
7f6f736328f34df919459f69b28640061b11eb3501decbd213d12b2f5e62305e,adware,32,0,0,1,1,0,6,0,0,1,0
1b6a228897390ed31955be1219c17ad9f51fca1120aa2bf97c09cf411b2f4910,adware,32,0,1,2,0,0,7,1,0,0,0
747c465698fb8141f3956a5db1052175344a515b31b37ce4f05529dc653a9173,adware,32,0,0,1,1,0,6,0,0,1,0
b28a48b545c564cae1f1cf8c9dda4d01d0c3530e45781857214b160fcf4175b9,adware,31,0,0,1,0,0,6,0,0,1,0
05361044708eb2d4287cc0f23c5c95dfa77a3e9f86a669cbb7600bb81a9630e6,adware,32,0,0,1,1,0,6,0,0,1,0
f48db6eb0c298bb87495287f8760d1a1fc6e35120d29842924654a21e81e6955,adware,32,0,0,1,0,0,6,0,0,1,0
76ba2e33b54b441cb129fbd13e55fa2c145a3046c01a5ef7dbf4cc05fce9919a,adware,33,0,0,2,0,0,6,0,0,0,0
14253ee40825e5d19cfdc5dc42f79cabbce35bce52ed3c43f81303b73b128fad,adware,32,0,0,1,0,0,6,0,0,0,0
952586fc72269fd35b09a7f1f006357d7d5567396d9930187645bb3c10dc7775,adware,32,0,0,1,0,0,6,0,0,1,0
40750c33968c1f7f4092eabd8972fa30c010614d1514366f0522f11f2bda067e,adware,32,0,0,1,0,0,6,0,0,1,0
e58472c79d262fcb70c7239db95b9a99ef8d56f5b760826030d544522b1d94c4,adware,32,0,0,1,0,0,6,0,0,1,0
ec65e1517fa18a4a417c27c6e88a355e004f4254bed70353776699ca9e2a82a8,adware,33,0,0,1,0,0,6,0,0,1,0
635814b6ddc4d7f8a9540195b22929fa0a2bb588006065d3ab4c1350a872afef,adware,31,0,0,1,0,0,6,0,0,1,0
c0de1a6d471ec6d0c4c882b7b80d7a825bb10594222ff0359e3e210028cfc490,adware,32,0,0,1,0,0,6,0,0,0,0
99261d9cdaad4aaef856cce23fecb12dba9f552e0c20ac585b85cdaf10417d5d,adware,32,0,0,1,0,0,6,0,0,0,0
98776595c595266cf83a0fffbad6cabef582aa7e91e34008149e4b7fdf85ff42,adware,32,0,1,2,0,0,7,1,0,0,0
aa60cb155d188fe11462c10a6c604b33713aa2c5f62bbf393f856b7e69e0436f,adware,33,0,0,1,0,0,6,0,0,1,0
1e29ba9993c209b7b1d37c3b37b8ddce7db4c2f362e7a8f93e6e20112e37b84a,adware,32,0,1,2,0,0,7,1,0,0,0
74e0f04eb1739d757e49f8bb2f242411aef0cbfefe36206bc6ffc110662ee1f1,adware,34,0,0,2,0,0,6,0,0,0,0
0212d9f12ae45c6551560890ea59176afcad1d3819981c036b1c26bc2c6ae9a6,adware,33,0,0,1,0,0,6,0,0,1,0
83446820433a89d645accc090b14264b54b776ff4d7c52e5583468d174699ad9,adware,32,0,1,2,0,0,7,1,0,0,0
fb8c9c535eb8deae472d20ab9d578c993541a2a4ffd0ce56ee739fd2e5bbbd01,adware,32,0,1,2,0,0,7,1,0,0,0
1921eaecf17cd1840048c9e6f6f0fb6f21532d10cb0c3c5a7f5ca38ab57ab126,adware,32,0,0,1,1,0,7,0,0,1,0
5315815900aa6fd0e45f9ebda60188b17cadb4d9116e71d5929492ba222087e2,adware,32,0,0,1,1,0,6,0,0,1,0
34556a4e18d3ab5c809a0bfeb565c287455111c92a6757a5fde3cdbfde785590,adware,33,0,0,1,1,0,6,0,0,1,0
5b0a1d88bd94bc15a5194ce1cd70711bff3df266f60a61048452cc831fcf3203,adware,32,0,0,1,1,0,7,0,0,1,0
32d79cb5eb3544660ac85f82c3f49a73c849f52a2b330fa3beb8cae1a8133995,adware,32,0,1,2,0,0,7,1,0,0,0
e2f867e96663b9d6af9d879a84ae18c7766090debd69341e28f9d191884e3965,adware,33,0,0,1,1,0,6,0,0,1,0
a70c9ac4e27d0d2cfd2935581f750f07a5d3a69ee7cf9d44ccbd7074ce36e997,adware,32,0,0,1,0,0,6,0,0,0,0
8179027b64b0fcf2086d1a5af60de63db00e9afaf9b2d21b3b2283172a8be668,adware,31,0,0,1,1,0,6,0,0,1,0
d39df8790fa576fa7b247575262dcfb410f481bba017320577fb854b56b9f8f0,adware,32,0,1,2,0,0,7,1,0,0,0
b870473976d2cde6faf51807052a3f7c0e8744c7f43e1f849ca5793d256364e7,adware,31,0,0,1,0,0,6,0,0,1,0
da98374bb712b6f7ed765fdb872ad522ccfb183e94edb4a5cb8c5301ef2e9a8f,adware,32,0,0,1,0,0,6,0,0,1,0
33936044267525019b24dbd180a4f951b120bb4e7038e0413875901c13bb4f10,adware,32,0,0,1,0,0,7,0,0,0,0
51f963daf6d015ec7278bba77f97cdea3f48116ec8b21fedbbc71783d9645944,adware,33,0,0,1,0,0,6,0,0,0,0
a219447d7d64fa0c21a2f42d58154da31c393605e59fafa71c953d172a5419d7,adware,32,0,0,1,0,0,6,0,0,1,0
1ddcc13305fff6b2c32398ebaad2e2096f3d80e8ce9359320b877edf0900e368,adware,32,0,1,2,0,0,7,1,0,0,0
e1a154d181b462f3e01d59b915a327bdea54133b0cb9fec57dc7e5fe740912cd,adware,32,0,1,2,0,0,7,1,0,0,0
6aba4b0e9c12cced03cd9ae5853b5535dd857e17c2fbaf468c8d6cc00bdf1559,adware,33,0,1,2,0,0,7,1,0,0,0
6dad069652a6918219ec5f814386d9682614321c14fcff9c1cd731954387f180,adware,32,0,2,3,0,0,7,2,0,0,0
8b106e6a574209318ed71ad41ba54ccc8e59fdd6b94b945ab7f9d0030e7afd2f,adware,33,0,1,2,0,0,7,1,0,0,0
d8b3ec6107b72b8af36e27102bf9b04bf29a908de2c51c0d3cc679a1a1bc28cd,adware,33,0,0,1,1,0,6,0,0,1,0
c13da8587729dede2ef906f7fc57b673ecb6465c80c729ac879bde95c9e5a9ac,adware,32,0,0,1,0,0,6,0,0,0,0
154c84e047a476bf92c2a8a2e94308b5a81a4280c2cb563d18195a1cae84faa8,adware,32,0,0,1,0,0,6,0,0,1,0
0d3eae49966ace6b00aa82a0067336bc7aac49d20c9c3560e20226cf9f770099,adware,32,0,1,2,0,0,7,1,0,0,0
585f7b7a604f99bce0607d54b353630fe430292f56a5c6fa6c6972cb1e409934,adware,33,0,0,1,0,0,6,0,0,1,0
ed80aa5295eb293ba0338e301eeb2525499f3657e0712255e0166fe31f372619,adware,31,0,0,0,1,0,6,0,0,1,0
ebe5d470569948e3815da261279604e6d4cc1fc0f305c01a6dfc78a602f594d3,adware,32,0,0,0,0,0,7,0,0,0,0
8085532338bf3cb4a4b59210515b15ddf22589da9b1ce93b6ef7fd560b8ebab8,adware,31,0,0,0,1,0,6,0,0,1,0
68d5b8dcf91998ffdacd2539995787f8167ecfb92210452bd3afa936aa93a7e4,adware,31,0,0,0,1,0,6,0,0,1,0
c968c7e156f2d08e2110f1cd2881f8eeed48a60341fb1b03ea53666d73d72937,adware,31,0,0,2,0,0,5,0,0,0,0
4dd7fd21e0b0cd9f95672736ddc719fe61f4ff24211d714929254e2d162671fc,adware,32,0,0,2,0,0,6,0,0,1,0
9db86957ba94cda82abf6be7e2d1efc7c822806a2a5e35bc0fb3a32edbed01bb,adware,32,0,1,2,0,0,6,1,0,0,0
be9ae6a7afaafe9763076b88546cd8e109e498eea09133f153a174d8259efe31,adware,33,0,0,1,0,0,6,0,0,1,0
7dd8f81dca579a9d2cbdd1e068074285fa06810e561a7666278f954c98830d41,adware,32,0,0,1,0,0,6,0,0,1,0
1c3845887e591268ba30bd0a6616acb78cbc878d3a9f1d1f4d6c1e4fa0698179,adware,34,0,1,2,0,0,7,1,0,0,0
2cbe7c1edc389d5f1737606e6c21755afda4a32725cab6a375fc59e8c93f169d,adware,31,0,1,2,0,0,7,1,0,0,0
c5a7069c106c1e18fd9d4fe8eaeb465c179eadc9f20dc6f97ee1903574885807,adware,32,0,0,1,1,0,6,0,0,1,0
ff5f58cb9967a74a41fc46880af55f0d6a95b4fbf852259c2dd92522f7f2538d,adware,31,0,0,1,1,0,6,0,0,1,0
018b1c67cd10e524a90c6d89276883827fd81a0603aa52e08902fdbf746d46c7,adware,32,0,1,2,0,0,7,1,0,0,0
a60bb4856644854e327fca248ccafbbaf4385ccc915c3d152b9ffe1fd592cc01,adware,32,0,1,2,0,0,7,1,0,0,0
6adfaa3e7ccbbd3b07cf96e34042073c7dbb9154dbe025600a53333782756aa8,adware,32,0,0,1,1,0,7,0,0,1,0
6c2ed5e29cade9c336478dc69c909676f93e59127bee2bfc8eca5c15b40cae67,adware,32,0,1,2,0,0,7,1,0,0,0
6e4c6175ff79b9568d04eaae87de7bb8b45e9eec8b8f20b6308240a0950beed0,adware,32,0,0,1,0,0,6,0,0,1,0
7fad55606dd4363f19f2246d2a6b8ee4e4ddb2060a89c13174ac1e876da4d271,adware,32,0,0,0,0,0,7,0,0,0,0
ae7994c758a5122b0c03fe7d064944cfff5737f1c960de508d6f71c2b4b489f6,adware,31,0,0,1,0,0,6,0,0,1,0
fbed631627c1ea5e49a2b1dd09a99417a0b2aa563fe58a3e68606d92e039f7c3,adware,31,0,0,1,0,0,6,0,0,1,0
dde313cd9f4bdebadc580cf7a5f74c0e20e08b76c1cad22640c055b26fa489f1,adware,31,0,1,2,0,0,7,1,0,0,0
660cf038ffbccccd76071ec954c2c3321d75d52d4b649edb54ae785653b4e413,adware,31,0,0,1,0,0,7,0,0,0,0
f64283c73b4a8ed9d5b4c2f4a3e7ab95c33f68907a985d65a6afcd6027db4ae7,adware,31,0,0,1,1,0,7,0,0,1,0
