sha256,mal_type_11000,adware,flooder,ransomware,dropper,spyware,packed,crypto_miner,file_infector,installer,worm,downloader
bd9423ecf0769ac1dcd36c6763e5a6b460d72a90903797f207e1f333e6bbcad4,file_infector,0,0,0,1,0,0,0,2,0,1,0
39d37da9f91f68193f7adad0a1345ec6c1f6ef7cdf638915cc75d0ea224951db,packed,0,6,0,0,1,7,0,0,0,0,3
44357f57bd0f64c24f095672d4308dccbcdff06f90de422bfaa50e1814c784d1,downloader,0,0,0,0,5,3,0,1,0,0,12
01d4172fc2804f6b2efba295c6b160d3a654cb2a10a6b72478c610f4cefd2d7b,dropper,0,0,0,8,2,1,0,0,0,0,0
ba76fc763c924708359dbc4f6c939c029879e591c2e89bfb533ad197aff59614,adware,4,0,0,0,0,3,0,0,0,0,0
e69c1a98fabfc331fb0779d3e4480fd4990247b7e2edaf24459cf0a6df836f49,adware,11,0,0,0,0,0,10,0,0,0,0
176dbeaacc112067f509648f7ea40b092fff10f877b914475054c232189a48ea,adware,6,0,0,1,0,0,0,0,0,0,3
d672f822dd7c3314d85113a7c00128030fa2d73439c1489f55dbbcd09d8300aa,spyware,0,0,0,0,10,0,0,10,0,0,0
831298031c62409968dddac575ce189bc3573a8ffeeecdc0c0224e7b3e13412b,spyware,0,0,0,0,15,0,0,15,0,0,0
90ae5adfac11fa83c2ed719ff1a5a4a4062495c939748199231d7410d955a57f,file_infector,0,0,0,0,0,0,0,4,0,1,0
6b0af97185336dadc39ef2af72cc5bb6812bcdff0f4bdfa388b96dd69631fc45,installer,2,0,0,0,0,0,0,0,11,0,0
610ee28c836e9732859e541904913dde73f6612bc6b2bc034b1119d952197988,spyware,0,0,0,2,4,1,0,0,0,4,0
5849b2d4fff73da2f610161872ca656e166027484ac5f1c993a52796028a68ef,adware,2,0,0,0,0,0,0,0,0,0,0
1007d81c227cffe6ae95ca96583aa3d03552bf86b32832bda4352b0fa75011be,file_infector,0,0,0,0,0,0,0,4,0,1,0
a7d836c65216c65966e9cddcb7e1eaaf723aaf76fe9daf981290a64ef8a17d19,adware,0,0,0,0,0,0,0,0,0,0,0
a39ff6b9f50936795385077dd48f42369878d4ee1d330024a94fdc7255b0e903,packed,0,0,3,0,0,4,0,0,0,4,0
268070afbc519b13d143311afd135c0e35b954c96df5cdc6819c7af7734cb604,dropper,0,0,0,3,3,3,0,0,0,3,0
bb0782d90dedae3d54a0f1411630f327892eed85419a9f58b394685e99350ba9,spyware,0,0,0,0,10,0,0,10,0,0,0
570e056727b240bb6e260f82c616b3da978b5e515ef12adbdbf4554df09bcf53,dropper,0,0,0,11,5,4,0,0,0,0,0
b1496b6dfd1b6360016e4322a8c5a90a350e197036df84dcbeecab6c665c5908,file_infector,0,0,0,0,0,0,0,4,0,1,0
ba605442a62e06853a1bbfb53573adad146a21212383dac00b497a7175582db4,adware,11,0,0,0,1,1,0,0,1,0,2
f589c1e8c5b0342171f202a9279837a7c15414e1b9ab5bb7e3617ad28d95b849,adware,2,0,0,0,0,0,0,0,1,0,0
c767e11739f848a48d52f86bf5134fda413765612ead9f0ce617d16a28ad254f,downloader,0,0,0,0,7,1,0,0,0,0,11
5a5180ff0e615d1701e20193fae65141cd0bf8427d30ef0209c11b36f3f8dd8b,worm,0,0,1,1,0,0,0,0,0,5,0
a878c8e673512e0aade0314214da3fbfbe436ba8ba118e03e290270b39c42820,dropper,0,0,0,8,2,1,0,0,0,0,0
592b167e4e997aa1256983ea84bf3838d121ef8d807a0ab1fa1cbf178e59c04a,file_infector,0,0,0,0,0,0,0,2,0,1,0
a765717cc91854d468e1844d8dcf1e5fb91f704448f35358490219dff8b69762,packed,0,0,0,0,0,4,0,0,3,0,0
de5cb9807bea15d6a92df0c044a456750c244e0c089083b618a546af649c91ae,ransomware,0,0,10,0,0,2,0,5,0,0,0
88bb3bf7899097b335845b4444b09a62e7a3cd5adee5cd7c05ca67f2beeb2d1d,file_infector,0,0,0,0,0,0,0,4,0,2,0
b1bd24077c9d038030f401d1e08c04ff3a1bbf0f1ec5564f92c26351e549f000,ransomware,0,0,9,0,0,2,0,6,0,0,0
d5dc3237ffbb2979fc14de03b17e7381c1b352b0e71bd554ff611afbcbcc63ec,spyware,1,0,0,0,3,2,0,0,0,0,0
74735f7d57a9e12f1d816a349b70bcbabbc6199ce621cfa217507b80b5747294,dropper,0,0,0,4,4,0,0,0,0,0,0
dd5ed5dcb9ce74d15d233761090a75cc37c84f2a4e4165f4926c81ec03b7a015,ransomware,0,0,10,0,0,3,0,7,0,0,0
67d5fa99635c419b6460563f4d11899f69ce0ba7ea7fcac7561f54c00b26481c,spyware,0,0,0,0,16,0,0,16,0,0,0
59f2b9d4bf0129efc2bee6e5ae14248a177d6e7dbb5cd810fe7864c9512515f0,crypto_miner,2,0,0,0,0,0,3,0,0,0,0
6465a8cb048dbffe512603803f666c2ecd3af5babe2128dda40b2ef642e76a54,adware,11,0,0,0,0,0,0,0,0,0,0
2d66a04ec6358648816f7825e2bdab5fae78a30fe94b1f286fb04037ee270bdc,packed,0,0,0,0,0,4,0,2,0,2,2
66da51a2a5a908be5fd55585fdddbe71254e39c938864a414a219a995e42839d,packed,0,0,0,0,0,3,0,1,0,1,1
e5014d75230be5a249de476de759fda3aba047e1f250f93637cf1caadd794b4e,dropper,0,0,0,4,4,0,0,0,0,0,0
d32150ae2604bf640aff3585a00de6253aeddfbba36702bc6d076a89fd6da60a,adware,7,0,0,0,0,0,0,0,0,0,0
a69ebe8ff058d581f5aac339cb60cfc8612b8a70d7332c8387f3b2066b6b3fb2,packed,0,0,0,0,0,3,0,1,0,1,1
e97eaf7ec6dde91813707bd99b31155be6c197fc950fae6e71333fdf392fe951,downloader,0,0,0,1,0,0,0,0,0,0,4
fe6cabe266f66ddc39709bc7f212dd8ac4387c4b57498a10be48a0814cc7c3e5,spyware,0,0,0,0,12,0,0,0,0,1,9
b85837216922d00d830aa9ea2c1718c07e66dc3a9df5506d7e50ac2316a87a92,packed,0,0,0,1,5,6,0,0,0,0,0
6445ba9ceb81639d9966f9eae96785e1f2c69791175db113501bf16cf6d27a97,downloader,1,0,0,0,0,0,0,0,4,0,11
d87eb97a17f8c1ab0df4d87101e0b3afd6b50ab1b2a1d7f9cd4f4c53e2d20f1b,dropper,0,0,0,8,3,1,0,0,0,0,0
d925d7f6f006fbf20b1a6d0857bf8be3b551166a7fd14e7dfc5913bb129fcb23,file_infector,0,0,0,0,0,0,0,4,0,2,0
4d0eaec3d8a672c91a87c35713dc1975527f74567eebdb553ae3a14838c53536,worm,0,0,0,0,0,1,0,0,0,12,0
12ad9ab7bfc405a53690909cb7d1ea529618d029a017aea2cb7698177ad07474,file_infector,0,0,0,0,0,0,0,4,0,2,0
23bfa360aeb916a4a6a8d6ccaadc81b30478d08fdf2e2f28b85153e4bcf3e4d5,worm,0,0,0,0,0,3,0,0,0,13,0
01d814791ef9fbfbbdb3d23d0edb9060489293266724550898ffa101c35e4347,spyware,0,0,0,0,10,0,0,10,0,0,0
4f4b5aad4617a19560097f01f1c213b8b7a234b4bf087e93c7c0826d719146c8,file_infector,0,0,0,2,0,0,0,4,0,0,0
d43c9177cd2e14b5ff9c4af87a95ccef74ce4e46bee5bdc2b88979c72d28c388,file_infector,0,0,0,1,0,0,0,2,0,1,0
a31fb81a669ba5afd91b78433dca14525f91bcc4f9436774e4f1897fc29a7324,adware,4,0,0,0,0,0,0,0,0,1,1
dc7db348a8f5b7587997d3b053afdfced6cdceb275c51dde66241738f30ab1df,ransomware,0,0,9,1,1,5,0,7,0,0,0
fe766e860e70bb45271d5aa6bdc0d77a5be871b654b60ed0d418408c257ca0c0,spyware,0,0,0,0,11,1,0,0,0,0,1
b26c06f309ed609ac5fff432678a2e7757dd4af2c0da2a598a5e8f6c2c080ed0,downloader,0,0,0,1,0,2,0,0,0,0,8
9f418ea14ce59c8f40060dadbc9f2e666c940adff361a397bce2d28391b0b672,file_infector,0,0,0,0,0,0,0,10,0,0,0
526fc0c717f7d38fd4f775e77460045c34259bf795b5891ff10eb054a2723e34,dropper,0,0,0,4,4,0,0,0,0,0,0
7fb02ec4bfc073b71deb679d476d6684515c2f137caf02a31d02e42ca6915b83,packed,0,0,0,0,0,3,0,1,0,0,1
efc437dd9039cfd464c065b7e8ba81595f0462f25951fc39c816470625f7f06c,spyware,0,0,0,0,5,0,0,0,0,1,0
f8e45f786128c5863bea558fa4d9928542633f89b5cf18c1c9d7ea494133fdf4,adware,4,0,0,0,0,0,0,0,0,0,0
53576ae3aed67c3f3d96c6cd9961c2902cfee1ef8e5b5c593e5c4994e653a9e6,spyware,0,0,0,0,9,3,0,0,0,3,0
aa568b149272d7446b1854a9279e640de39e6cc03cfde07c135debf04038cf9b,packed,0,7,0,0,0,10,0,0,0,0,0
f3f4cc9bfa433ee4d1f1dd163a169a042fd17ec64d0a21b959c6939d19590fa8,adware,16,0,0,0,0,4,0,0,4,0,0
648eb5c7d2afc6d9f33bb2da64755213c11981ffe2e5f8998a94161706ddfb26,spyware,0,0,0,0,12,4,0,0,0,0,2
df18927ca2b838b1f035c320f68c1d9e756b979914110c165898f15ef0b301b3,worm,0,0,0,0,0,2,0,0,0,3,0
42db512be50f6e553f4c859a910b3762f3176f768b619901d4af4eebd63285b0,downloader,1,0,0,0,0,0,0,0,4,0,14
b969405146b1283ace46ceca43e1e773892fb4937c6b4e5763e2858027162132,dropper,0,0,0,8,2,1,0,0,0,0,0
9dc4dc636e9fc4bbefca008e6f62047bd8b70b84c46a3ca9fa6332a21cd17a1e,ransomware,0,0,10,0,0,5,0,8,0,0,0
5b936edee9cf57f87a320f0d57636fcc956e1c393b46d3d1365dfa18d28f8dfc,ransomware,0,0,12,0,0,3,0,7,0,0,0
a9a817aa2365c60a098c7fffbf7b34056f415f5da3e315c6a3826e68e9dca5f9,ransomware,0,0,10,0,0,2,0,6,0,0,0
f88f329abc1e9c669aaa2cd56afa2cf194d2036f1bc8c10c4a0040a318a1ffcf,worm,0,0,0,0,0,0,0,0,0,11,0
d2f8e7a3b643d86a9e0a29488f1a51461941ea4bff8948f7c994268a38ba58d6,crypto_miner,0,0,0,1,0,0,11,0,0,0,0
8d18082430811e79f23040fcf13e68dc0ecff733daa09bf39b86742d0b4c82fa,file_infector,0,0,0,2,3,0,0,4,0,0,0
e6177e25a1a647d450cfbe343e50ba022230a7a11fb934996c3b6ca217c1e94b,spyware,0,0,0,0,3,0,0,0,0,1,1
daa03113c0895920d05725c29053933ba4b3db7009caa24a53ec6b434cb178e6,ransomware,0,0,11,0,0,2,0,6,0,0,0
a2b71db0e9e9d9cce86860072f4e5c37592da72bda5f8702569b83e065ecec55,packed,0,0,0,1,0,2,0,1,0,1,0
7e274c9ac2dc670e95d819d8dc3e5efe9b89414e595d764222f862dec0cb491d,spyware,0,0,0,0,5,0,0,0,0,1,3
697accf9da801971b97ba29fab983ac9a5ccf66acb96e975e41bdb995f1b5457,adware,21,0,0,0,0,0,0,0,2,0,0
2f8fd3da1b26d0c8ef609009b338877c4585cdce24239ab6cbf8541558965cee,dropper,1,0,0,5,5,1,0,1,0,1,0
9353cfe6b7a7a191caeea1dbe36ed1bf58f63df962693ddb8f30c302532d900e,file_infector,0,0,0,0,1,0,0,4,0,1,0
3b7b7d7f4be17c89048fe6f3123aaa77b72805d81dd99ce4f37e364bc307c144,worm,0,0,0,0,8,0,0,5,0,11,0
02d437f3aa8dac7890592442f949ee910fed58fd69e93636171ee50ade3fe1ea,adware,9,0,0,0,0,0,0,0,1,0,0
67a9f2973b0df5ee5cc722904e220c15eaea96f169564a97b162e0fc83673fa3,installer,4,0,0,0,0,0,0,0,12,0,0
0f831c2fe6d5f33ac7eb9e4afc562f6957174e5d2789a8433310252c89de54cf,adware,13,0,0,2,0,0,0,0,1,0,0
4a9f20f83b25b0dde0ddf9c65d594c4b9e4848d27bdd37125ca1a86cbe708172,spyware,0,0,0,6,7,0,0,0,0,0,0
4cec1dbd15d807d4d131f34f4a2bfa349a03a7b8378fbaef9e29e44bb5d25c7c,packed,0,0,0,0,0,3,0,0,0,0,0
2a2e974e2cd19f96aee055f3b3252b063ae4768f46108af7bdf0243930c80e5e,ransomware,0,0,11,0,0,2,0,6,0,0,0
32288058c7100774d02169edc020712f1a4921e87f3a81a46fc40ec35e221774,adware,6,0,0,1,0,0,0,0,0,0,0
d7839e19cc29731d58a4d93ad82366f84c25613568a1604a827c3f30e332b8d0,file_infector,0,0,0,0,0,0,0,4,0,2,0
f4ab0bdc755150a3d083e53d48ebbd40d7fa1dc0acdffa0f082179b1487f3aca,adware,14,0,0,0,0,0,0,0,2,0,0
ba71eeb4222930feb525758d4b734cb6d60e9b8ce3fc8cca72ab1f96e0dbc1a0,spyware,0,0,0,0,1,0,0,0,0,0,0
400047688c2c0a26f89e85d4c964d3fa5fdaff33fa37d61eeaafcbd638205c12,dropper,0,0,0,2,0,0,0,0,0,0,0
d29d04b56c4d78461798ea9b140000ef87ca8327e0f042c6d091807f0f848b75,dropper,0,0,0,1,0,0,0,0,0,0,0
06e30b1221ca5c08d42019eab740dd086d66e41a62b1f7ba236b7700ed6711a7,packed,0,0,0,0,4,6,0,0,0,0,0
3991f04cb86c5c723bdbc212ab2717907d6fbf4b59e28fddc55cf28649bc6e76,downloader,0,0,0,0,3,0,0,0,0,0,14
1229faf907d786f6cea9e2b627a24d8e864b8052b65edc566e76ef83ea2c9a2c,spyware,0,0,0,0,3,1,0,0,0,1,0
57050dfe6a22f67720aebaa309f2dbbf122d67e455569049f5fc0513466cb818,spyware,0,0,0,6,7,0,0,0,0,0,0
70a6e1f66eee9ac9d0b01adc4c3d72e9b6e7070967387ee1685b5e9290532339,downloader,0,0,0,0,3,6,0,0,0,0,12
cb4f43b911a1bb8a0823996df492fd6fba6e10aa890baa46681408567b669deb,adware,0,0,0,0,0,0,0,0,0,0,0
f156269aabee9b3ef9bfa1bb9eaef37ab56f73eaf0e2d6fc418a375f1fea6b2f,dropper,3,0,0,6,5,2,0,3,0,3,0
4646c5fb81af7c4cbec8fedfa84a550d8681b602601523690d5b9c3e0e25b2d4,adware,0,0,0,0,0,0,0,0,0,0,0
e1b423c254ed75589e1bcc59b35e5dc5b883774ceceedaac416d8338be06c116,adware,10,0,0,0,0,0,0,0,10,0,0
9855ea6b922b06ba332156f8b9c8b7c4ed8ac2facc4808a174110576e3c7c9a8,worm,0,0,0,0,10,0,0,0,0,12,0
e6ae76d22891b2c8f680f05dc20f6a1c803f53afb36a26963bc99010e324f089,spyware,0,0,0,0,12,2,0,0,0,11,0
2329893e28109d5a2a16d55a7cc220a25d58124071177e6bc31030d509341e8c,dropper,1,0,0,6,5,2,0,1,0,1,0
5d1323beac4da45d0b871f45f0f5f95640bc821f3e9fd7e984a40b3ef9098d4e,packed,0,0,0,1,0,2,0,0,0,0,0
89c8c5f90461c577299ea826962997958d7bd63c1cc81ffd9681cb030167e8e7,packed,0,0,0,0,2,9,0,0,0,0,0
8b7e86d09398e684822a809e68877748c635d958afe2d91b0dccaa3a214c3a04,spyware,0,0,0,0,12,0,0,11,0,0,0
ace88cc36b1ab95c91e98518bc6ae85d584bf9184996c5ffa8f95c636b363dea,crypto_miner,0,0,0,0,0,0,2,0,0,0,0
cc141bfaacd288fc8684c20b62b44817e16967292f1eaf6ec241821b56ecd63c,packed,2,0,0,2,0,3,0,0,0,0,0
7ce4818bb3f22c5540f774f957f79e7dab699940f0e79e0962965bf8281c9eb1,adware,3,0,0,2,0,3,0,0,0,0,0
d8b7e7fe21afe002eff0053d29f348d6afda72689dedc1e633b7697be5380bb8,adware,0,0,0,0,0,0,0,0,0,0,0
087eab6a1f8d61b406e0679fcd4713e6742586836884b5b2e9008219dcca8c6e,file_infector,0,0,0,0,0,0,0,4,0,2,0
3077f3f2b6073b7d5f753f82a3344fb2e26342bddaaa3850085f3094eff7cb9c,dropper,0,0,0,2,0,0,0,0,0,0,0
7ac9f407c706725c27668e5c025ab000746e09fc9a66d5f40d1928550cce0d21,adware,0,0,0,0,0,0,0,0,0,0,0
06bb9d721c15486ef1dd7e489873692a3c2a515479d241cda83178dd507007ff,packed,0,0,0,1,0,2,0,1,0,1,0
96ed3aa69a1ac55160fee88343820f0c99aa73dfb0e003eefd02d427fc14272b,packed,0,0,0,4,6,11,0,0,0,0,0
9be8539c98e298d543e520293d28d93f0a57a96377097385667c37f1f2c4d247,worm,0,0,0,2,1,0,0,0,0,6,0
4f5cdb7f1e5bd8b06d8eacdb4ac83565d2ea73be5d8de343ae1e570e6e288cd8,spyware,0,0,0,0,13,0,0,13,0,0,0
691ba83d5619f1146382e685023c641d2a7a7bdcef2786f1b26cdad60cbd68b0,dropper,0,0,0,2,2,2,0,0,0,0,0
c24e9301759e2f3e2524f8b7db994dacac05bfc9eca03ecb7cbb7cac6c9fd05e,ransomware,0,0,12,0,0,3,0,7,0,0,0
9dbb5de4ed31103d07a741de8c3683100bb1e81a46be89b25f7ffc304d9b1c3d,dropper,0,0,0,5,3,0,0,0,0,0,0
9133fdcb05f0addeca852202754b4d2429a4b0896422c1a6f30303f7904a9a13,worm,0,0,0,1,1,0,0,0,0,6,2
22909cfa9ca3083f382581848d034f61568a222f77ef33997cbe9e23735108fb,downloader,3,0,0,0,0,0,0,0,2,0,6
ffd75c8b333dca7c6179d22764eb0ad83b45e288231354d74a094666ff38ff1a,spyware,0,0,0,0,9,0,0,0,0,0,1
eea7518dbe87542f14719fffb07fa1b57565fc4a02f9b7da6e08c43390b45ff1,downloader,1,0,0,0,2,4,0,0,0,0,10
854ae77575766e8cf63dcfb59347993074ec0bb269334b6caf7b5dff23b3844d,spyware,0,0,0,0,3,0,0,0,0,3,0
c3db2d8e86994d6b5f6cd447db6008e94b20b06366ca39eb2440428c8e7c7590,adware,0,0,0,0,0,0,0,0,0,0,0
0541b97a84034ea5de5d82173d48ab092ab88edd6bc9eaa2632b83877249ee21,spyware,0,0,0,7,8,0,0,0,0,0,0
2627414fcaf39999d0277e4aa21b64f16691ba2d1528ff035528b11c4335ec4a,spyware,0,0,0,0,10,0,0,9,0,0,0
b45d7321cecd65e8c910ae1527b73b30efdb32f661c743c648c6f77498750c15,dropper,4,0,0,7,6,3,0,4,0,4,0
9d127a944925b802314246b12151fd06e37f3cb5401735897d2529ae204a6741,downloader,0,0,0,0,1,2,0,0,0,0,6
2e34a8a66ad32ce8204da8cff6cc132a49aec8bffd60bc8fdfd1e56916367ea7,ransomware,0,0,9,0,0,4,0,7,0,0,0
c8a5d2ac086650a5a672bffc768f63b94a7c28dfc3b6fff9cb28e1553ed7b4a2,adware,8,0,0,0,0,0,0,0,0,0,0
523b9a76e594908041ca3f4ab90c5673fe3246d504ebea68565b94c12ed9634c,worm,0,0,0,1,6,1,0,0,0,8,1
9d05f3b61f2374093ee8e408d933c119de5c0c1cf238e7c9e3ea005e3ced90a4,downloader,4,0,0,0,0,0,0,0,4,0,10
39f4c5d89c9ae52719a33a2aab9e911cac9bb58293d8edb57a1db4df84aeeca0,file_infector,0,0,0,0,0,0,0,4,0,2,0
cdb100e14d570afbefd83d5bdf23c462f84dfd5fc7cb87070f08f56278dbf73e,spyware,0,0,0,0,5,0,0,5,0,5,5
46bc700c6c4c3b812a3dd316a07d5aa98dccb42a922aa3dd8d2778a79d097fc4,packed,0,0,0,0,3,5,0,0,0,0,1
d2141c116d4d2db2c6ebba5b0ffce6a2618e83d1a480acfa3129795e3b206c54,dropper,0,0,0,1,0,0,0,0,0,0,0
707a3b9784b1db0c4f30d88f6cdab86ffdd6e5b513e69f1a0e8151d2871365c5,adware,7,0,0,1,5,2,0,0,5,0,3
1b46e9009407fae469a139c7d7f9506d119ef92710d8f0b9a5412542f353fdd8,spyware,0,0,0,0,3,0,0,0,0,1,1
2e653ed485d0a89b8f9d0706ddd0f2fe0d1026e7b8edd559c31c15b761919082,spyware,0,0,0,4,5,0,0,0,0,3,5
b971b43eb694412d0e1ab97d823e82070e342efe678901e6d5d3fcc008b42785,file_infector,1,0,0,2,0,1,0,3,0,2,0
fa87c8af85b5491b219848934f6ddb2f7ef44b7461ee7773770bdc9a0f648e24,spyware,0,0,0,0,1,0,0,0,0,0,0
9010c393f749bf0e33be2aea3640570f1c8989520198fde39da2b3c876e8a61c,worm,0,0,0,0,0,0,0,0,0,13,0
39613ab91bf395834966f6bbff616647e134154c2869d9ad67355f2fe54dc937,adware,3,0,0,0,0,0,3,0,0,0,1
e6dc7d7eb0dd67270959c927c6565ca8ccf5a2313b3a1afc0f9a0862dd2a7963,adware,0,0,0,0,0,0,0,0,0,0,0
d9b2e91a36cc9cb6497f8b3e64fa9ed91ea96a2f6d36cde6067fc5835aab93a2,worm,0,0,0,0,0,0,0,0,0,13,0
68f3966decaa880799ffa539e6c0c2aa4886009c3b07b85edc222783addb909d,downloader,0,0,0,0,3,6,0,0,0,0,12
f875180723250d039f0ebc651a555d205d9e42c71d5cad36739deef63695e250,file_infector,0,0,0,0,6,0,0,7,0,0,0
685519f22a4ac3fa0c99424d9c418c5ddba1e3ac7dede27ba45ea2ff97838d96,ransomware,0,0,10,0,0,2,0,5,0,0,0
1ef38c6487c2e98b991c59ddf32bf43feb6233f1be363ffaa0ce68d92c061675,dropper,0,0,0,7,2,0,0,0,0,0,0
a904d12c559740c48ac904d02ec0c6809a6c1d22a8c5af52c2128d8e7ba40276,file_infector,0,0,0,0,0,0,0,4,0,1,0
f5f5e6b899358cdb70e5bfa375c5ce58996253e6ab022fbd4551630458473abf,dropper,0,0,0,6,1,2,0,0,0,0,0
2ba219b75643c067d653c41f6565e0a2e345f4cd3d89db0b136cf20d1358502e,file_infector,0,0,0,0,0,0,0,4,0,2,0
39955275ee481bdcecfaec4b86dada10a8f876c8095553c58c5ebdbb5d3e7b2d,dropper,0,0,0,13,6,5,0,0,0,0,0
cb3caca5511fd463fc7460883d9d54e40e9e8356d4e0eddba8ccad5992f1ce85,packed,0,0,0,0,2,7,0,0,0,0,0
8c0b99dff579023c4663bc54ba74528c691c532f4e7eb5dc94da23fdec17d246,spyware,0,0,0,0,10,2,0,0,0,0,0
d5a407ae6a5a63a94788d3131426f2909f411f1b935d5058f261f1bef91df084,spyware,1,0,0,0,7,2,0,0,0,0,2
a6e598b83169b9fc4ea266d676d0db3424f5915ae947fbcfeab790924db8cad3,packed,0,0,0,0,0,4,0,2,0,2,2
42ccfab82efee60aedc9a05629a5da9600d9cdf68575633a4bb67ae4006d0ccf,installer,3,0,0,0,0,0,0,0,13,0,0
e8546562329ebe927c781c418ddd358ba74049bc31db45b0e9fb8c3cc6291d05,file_infector,0,0,0,0,0,0,0,4,0,1,0
1bc216b03553d0c21520134490f66b304a8cf039aff002f191e7044b5956d8ef,adware,0,0,0,0,0,0,0,0,0,0,0
8065dd3639e210580f8d476ae274173062e7eb38d157f06404a5a1f878349690,worm,0,0,1,0,0,0,0,0,0,4,0
77fed2e659d1e269ed80f4a971d052d83a8fcbd233b5a233e4ca0bdd708d2ea7,crypto_miner,5,0,0,0,0,0,17,0,0,0,0
61d6466505c62ebe1123c4492ee3450d5fa5cc45cd9f7c3fc0077050251260a4,adware,0,0,0,0,0,0,0,0,0,0,0
be233ce4f6c1e27066989978fb6db8d4757e68e1ceec1d6e0378fc3f6cc4b8b1,packed,0,0,0,0,0,4,0,2,0,1,2
c49eb580808d2178a7929fa4adb94bb2fa68ca1eff68c9957cfb083d37275182,adware,5,0,0,2,0,0,0,0,0,0,0
5f0c0460af829a4916519092d935f81fe9db33de5e9299999cb57aa970bed1ef,dropper,0,0,0,2,0,0,0,0,0,0,0
b894e39f2781ea33e042cf32d7c7cadbc51a80fb7ff386b775a9e6e42b76cbf1,spyware,0,0,0,0,10,0,0,10,0,0,0
3c105f72f623ff519b4c579a2a2adc43151981e0dcd3d8039ec1c9dc3e206a87,downloader,0,0,0,0,7,3,0,0,0,0,11
2393457f3333e0e652b1497b5a1d94607fae4235bda897d2ac8efa36c6e20477,spyware,0,0,0,1,5,0,0,0,0,0,0
0c1b6c54f744fd8dc4a05df7eb1106bea0063788c7359f249c0e09d56e20aa68,adware,15,0,0,0,0,0,0,0,14,0,0
fe3b8f59f1d79d46d78059b5d48d19626ade626d99d7d92606d680b56624e842,adware,22,0,0,0,0,1,0,0,0,0,0
8cb7676db8545bd42b6947f14add8ba59e2e2a936a5eede9de6c179b85e6974b,dropper,0,0,0,4,2,0,0,0,0,2,0
08621b896947cac62fa1ee903c92ca46ebe65c01c2f471eab117c726670ed202,dropper,1,0,0,3,2,3,0,0,0,1,0
6fda67b70c776c7762e932642935f055cfd4aae1c94f71405160c55a03288a89,dropper,0,0,0,3,0,0,0,0,0,2,0
45e34f1d740c8d8b50a93dde539027edf7edb62029bc692aff984b143275d51b,dropper,0,0,0,13,0,0,0,0,0,0,0
dce01ac0505e66343426e5df0b01f34b8c0a688b71643742579a4114ff0f4edd,spyware,0,0,0,0,3,0,0,1,0,1,0
2a48817fb5a67c0a0eaa519b2555c68b71d1f2095b14bea35ed39153bef9ac11,adware,14,0,0,0,1,0,0,1,0,0,0
764760394bc78a035f885c48f1517dcedf90ab4de6cf7b81c4bd5a8561905b36,spyware,0,0,0,0,5,0,0,0,0,0,0
